Song,Artist(s),Writer(s),Album(s),Year,Lyrics,Views,Lyrics_word_count,All_word_count,All%,Harry_word_count,Harry%,Liam_word_count,Liam%,Louis_word_count,Louis%,Niall_word_count,Niall%,Zayn_word_count,Zayn%,Most_Common,Harry Styles_W,Zayn Malik_W,Louis Tomlinson_W,Niall Horan_W,Liam Payne_W,Unique_Words,Main_One,Most_Common_Count
Happily,One Direction,"Savan Kotecha, Carl Falk, Harry Styles",Midnight Memories,2013,"You don't understand, you don't understand (Yeah) What you do to me when you hold his hand (Hey) We were meant to be, but a twist of fate (Yeah) Made it so we had to walk away (Hey) 'Cause we're on fire We are on fire We're on fire now Yeah, we're on fire We are on fire We're on fire now (One, two, three) I don't care what people say when we're together You know I wanna be the one Who'll hold you when you sleep I just want it to be you and I forever I know you wanna leave, so c'mon Baby, be with me so happily (Hey) It's 4AM and I know that you're with him (Yeah) I wonder if he knows that I touched your skin (Hey) And if he feels my traces in your hair (Yeah) I'm sorry, love, but I don't really care You might also like 'Cause we're on fire We are on fire We're on fire now Yeah, we're on fire We are on fire We're on fire now (One, two, three) I don't care what people say when we're together You know I wanna be the one Who'll hold you when you sleep I just want it to be you and I forever I know you wanna leave, so c'mon Baby, be with me so happily So happily One, two, three, four Oh-oh-oh, oh-oh, oh-oh-oh-oh, we're on fire now Oh-oh-oh, oh-oh, oh-oh-oh-oh, we're on fire now (We're on fire) Oh-oh-oh, oh-oh, oh-oh-oh-oh, we're on fire now I don't care what people say when we're together You know I wanna be the one Who'll hold you when you sleep I just want it to be you and I forever (Yeah, yeah) I know you wanna leave, so c'mon Baby, be with me so happily I don't care what people say when we're together You know I wanna be the one Who'll hold you when you sleep I just want it to be you and I forever I know you wanna leave, so c'mon Baby, be with me so happily",7.4,376,256,68.08510638297872,38,10.106382978723405,0,0.0,0,0.0,54,14.361702127659576,54,14.361702127659576,fire,True,False,False,False,False,83,Harry Styles,16
Heart Attack,One Direction,"Rami Yacoub, Carl Falk, Savan Kotecha, Shellback Kristian, Lundin",Take Me Home,2012,"Baby, you got me sick, I don't know what I did Need to take a break and figure it out, yeah Got your voice in my head saying, ""Let's just be friends"" Can't believe the words came outta your mouth, yeah I'm tryna be okay, I'm tryna be alright But seeing you with him just don't feel right And I'm, like, (Ow!) Never thought it'd hurt so bad, gettin' over you, ooh And (Ow!) You're giving me a heart attack looking like you do, ooh 'Cause you're all I ever wanted, thought you would be the one It's (Ow!) giving me a heart attack Gettin' over you, ooh, ooh, ooh Yeah, baby, now that you're gone, I can't stand dumb love songs Missing you is all I'm thinkin' about, yeah Everyone's telling me, I'm just too blind to see How you messed me up, I'm better off now, yeah I'm tryna be okay, I'm tryna be alright But seeing you with him just don't feel right You might also like And I'm, like, (Ow!) Never thought it'd hurt so bad, gettin' over you, ooh And (Ow!) You're giving me a heart attack looking like you do, ooh 'Cause you're all I ever wanted (Yeah), thought you would be the one It's (Ow!) giving me a heart attack (Huh) Gettin' over you, ooh, ooh, ooh (Oh-oh, oh-oh-oh-oh) Oh-oh, oh (Ow!) Yeah, every time you look like that (Ow!) (Oh-oh, oh-oh-oh-oh) *Oh-oh, oh* (Ow!) You're giving me a heart attack But seeing you with him just don't feel right And I'm, like, (Ow!; Never thought it'd hurt so bad) Never thought it'd hurt so bad, gettin' over you, ooh And (Ow!; You're giving me a heart attack) You're giving me a heart attack looking like you do, ooh 'Cause you're all I ever wanted (Ever wanted), thought you would be the one It's (Ow!) giving me a heart attack (C'mon) Gettin' over you, ooh, ooh, ooh (Oh-oh, oh-oh-oh-oh) You, you're all I ever wanted (Ow!) (Oh-oh, oh-oh-oh-oh) Yeah, yeah, every time you look like that, c'mon (Ow!) (Oh-oh, oh-oh-oh-oh) You're all I ever wanted (Ow!) (Oh-oh, oh-oh-oh-oh) You're giving me a heart attack (Ow!)",5.0,399,235,58.89724310776943,41,10.275689223057643,39,9.774436090225564,9,2.255639097744361,39,9.774436090225564,38,9.523809523809524,ooh,False,False,False,False,False,102,,11
Hey Angel,One Direction,"Ed Drewett, John Ryan, Julian Bunetta",Made in the A.M.,2015,"Ooh, ooh, ooh, ooh Ooh, ooh, ooh Hey angel Do you know the reasons why We look up to the sky? Hey angel Do you look at us and laugh When we hold on to the past? Hey angel Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh) Do you wish you could be more like me? (Ooh, ooh, ooh) Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh) Do you wish you could be more like me? (Ooh, ooh, ooh) Ooh, ooh, ooh, ooh Ooh, ooh, ooh Ooh, ooh, ooh, ooh Ooh, ooh, ooh Hey angel Tell me, do you ever try To come to the other side? Hey angel Tell me, do you ever cry When we waste away our lives? You might also like Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh) Do you wish you could be more like me? (Ooh, ooh, ooh) Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh) Oh, I wish I could be more, I could be more, I could be more Ooh, ooh, ooh, ooh Ooh, ooh, ooh Yeah, I see you at the bar, at the edge of my bed Backseat of my car, in the back of my head I come alive when I hear your voice It's a beautiful sound, it's a beautiful noise I see you at the bar, at the edge of my bed Backseat of my car, in the back of my head I come alive when I hear your voice It's a beautiful sound, it's a beautiful noise Hey angel Hey angel Do you look up to the sky? Do you look up to the sky? Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh) Do you wish you could be more like me? (Ooh, ooh, ooh; Wish you were more like me) Oh, I wish I could be more like you (Ooh, ooh, ooh, ooh; Do ya? Ah, do ya?) Do you wish you could be more like me? (Ooh, ooh, ooh) Hey angel (Ooh, ooh, ooh, ooh) Hey angel (Ooh, ooh, ooh)",3.7,396,0,0.0,154,38.88888888888889,375,94.6969696969697,188,47.474747474747474,114,28.78787878787879,0,0.0,ooh,False,False,False,False,False,67,,40
History,One Direction,"Liam Payne, Louis Tomlinson, Ed Drewett, Wayne Hector, Julian Bunetta, John Ryan",Made in the A.M.,2015,"You gotta help me I'm losing my mind Keep getting the feelin' You wanna leave this all behind Thought we were going strong I thought we were holdin' on Aren't we? No, they don't teach ya This in school Now my heart's breakin' And I don't know what to do Thought we were going strong I thought we were holdin' on Aren't we? You and me got a whole lot of history (Oh) We could be the greatest team That the world has ever seen You and me got a whole lot of history (Oh) So don't let it go, we can make some more We can live forever You might also like All of the rumours All of the fights But we always find a way To make it out alive Thought we were going strong Thought we were holdin' on Aren't we? You and me got a whole lot of history (Oh) We could be the greatest team That the world has ever seen You and me got a whole lot of history (Oh) So don't let it go, we can make some more We can live forever Minibars, expensive cars Hotel rooms and new tattoos The good champagne and private planes But they don't mean anything 'Cause the truth is out, I realise That without you here, life is just a lie This is not the end, this is not the end We can make it, you know it, you know You and me got a whole lot of history (Oh) We could be the greatest team That the world has ever seen You and me got a whole lot of history (Oh) So don't let it go, we can make some more We can live forever You and me got a whole lot of history (Oh) We could be the greatest team That the world has ever seen You and me got a whole lot of history (Oh) So don't let it go, we can make some more We can live forever So don't let me go, so don't let me go We can live forever Baby, don't you know? Baby, don't you know? We can live forever",449.0,391,214,54.73145780051151,31,7.928388746803069,31,7.928388746803069,54,13.810741687979538,32,8.184143222506394,0,0.0,got,False,False,True,False,True,103,,9
Home,One Direction,"Liam Payne, Louis Tomlinson, Jamie Scott",Perfect EP,2015,"Make a little conversation So long I've been waiting To let go of myself and feel alive So many nights I thought it over Told myself I kind of liked her But there was something missing in her eyes I was stumbling Looking in the dark (Oh-oh) With an empty heart But you say you feel the same Could we ever be enough? (Oh-oh) Baby, we could be enough And it's alright Calling out for somebody to hold tonight When you're lost, I'll find a way and I'll be your light You'll never feel like you're alone I'll make this feel like home So hot that I couldn't take it Wanna wake up and see your face And remember how good it was being here last night Still high with a little feeling I see the smile as it starts to creep in It was there, I saw it in your eyes You might also like I was stumbling Looking in the dark (Oh-oh) With an empty heart But you say you feel the same Could we ever be enough? (Oh-oh) Baby, we could be enough And it's alright Calling out for somebody to hold tonight When you're lost, I'll find a way and I'll be your light You'll never feel like you're alone I'll make this feel like home I'll make this feel like home Baby, we could be enough And it's alright Calling out for somebody to hold tonight When you're lost, I'll find a way and I'll be your light You'll never feel like you're alone I'll make this feel like home",1.7,288,102,35.41666666666667,71,24.65277777777778,39,13.541666666666666,64,22.22222222222222,92,31.944444444444443,0,0.0,feel,False,False,True,False,True,100,,10
I Should've Kissed You,One Direction,"Steve Robson, Ina Wroldsen",Up All Night,2011,"I keep playin' it inside my head, all that you said to me I lie awake, just to convince myself this wasn't just a dream 'Cause you were right here and I should've taken the chance But I got so scared and I lost the moment again It's all that I can think about, oh, you're all that I can think about Is your heart taken? Is there somebody else on your mind? I'm so sorry, I'm so confused, just tell me, am I out of time? Is your heart breaking? How do you feel about me now? I can't believe I let you walk away when, when I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you Every morning when I leave my house, I always look for you, yeah I see you every time I close my eyes, what am I gonna do? And all my friends say that I'm punchin' over my weight But in your eyes, I saw how you were looking at me It's all that I can think about, oh, you're all that I can think about You might also like Is your heart taken? Is there somebody else on your mind? I'm so sorry, I'm so confused, just tell me, am I out of time? Is your heart breaking? How do you feel about me now? I can't believe I let you walk away when, when I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you When you stood there, just a heartbeat away When we were dancin' and you looked up at me If I had known then that I'd be feeling this way If I could replay, I would've never have let you go No, woah, never have let you go Am I out of time? Is your heart taken? (Yeah) Is there somebody else on your mind? I'm so sorry, I'm so confused, just tell me, am I out of time? Is your heart breaking? (Breaking, yeah, ooh) How do you feel about me now? I can't believe I let you walk away when, when I shoulda kissed you (Oh) I shoulda, I shoulda, oh, I shoulda kissed you I shoulda, I shoulda, oh, I shoulda kissed you (Oh) I shoulda, I shoulda, oh, I shoulda kissed you (Yeah, oh) I shoulda, I shoulda, oh, I shoulda kissed you I shoulda kissed you",1.0,478,270,56.48535564853556,62,12.97071129707113,183,38.28451882845189,69,14.435146443514643,0,0.0,121,25.31380753138076,shoulda,False,False,False,False,False,121,,31
I Want,One Direction,Tom Fletcher,Up All Night,2011,"Give you this, give you that Blow a kiss, take it back If I look inside your brain I would find lots of things Clothes, shoes, diamond rings Stuff that's driving me insane You could be preoccupied Different date every night You just got to say the word But you're not into them at all You just want materials I should know because I've heard the girls say I want, I want, I want, but that's crazy I want, I want, I want, and that's not me I want, I want, I want to be loved by you You've got everythin' you need But you want accessories Got to hold it in your hand If I changed the world for you I bet you wouldn't have a clue Don't you know that I can't stand when girls say You might also like I want, I want, I want, but that's crazy I want, I want, I want, and that's not me I want, I want, I want to be loved by you Oh, and all the girls say I want, I want, I want, but that's crazy I want, I want, I want, and that's not me I want, I want, I want to be loved by you Be loved by you, I wanna I'll stay true, I wanna If you knew what you put me through Would you want, you want, you want me to love you too? I want, I want, I want, but that's crazy I want, I want, I want, but that's not me I want, I want, I wanna be loved by you (Oh, and all the girls say) I want, I want, I want, but that's crazy I want, I want, I want, and that's not me I want, I want, I want to be loved by you I want, I want, I want (And all the girls say) I want, I want, I want (*And that's crazy*) I want, I want, I want to be loved by you",2.5,361,157,43.49030470914128,68,18.83656509695291,79,21.88365650969529,0,0.0,0,0.0,66,18.28254847645429,want,False,False,False,False,False,94,,50
I Want to Write You a Song,One Direction,"Ammar Malik, John Ryan, Julian Bunetta",Made in the A.M.,2015,"I wanna write you a song One as beautiful as you are sweet With just a hint of pain For the feeling that I get when you are gone I wanna write you a song I wanna lend you my coat One that's as soft as your cheek So when the world is cold You will have a hiding place you can go I wanna lend you my coat Ooh, everything I need I get from you Ooh, and giving back is all I wanna do I wanna build you a boat One as strong as you are free So any time you think That your heart is gonna sink, you know it won't I wanna build you a boat Ooh, everything I need I get from you Ooh, and giving back is all I wanna do, ooh You might also like Ooh, everything I need I get from you Ooh, giving back is all I wanna do, ooh I wanna write you a song One to make your heart remember me So any time I'm gone You can listen to my voice and sing along I wanna write you a song I wanna write you a song",2.6,223,0,0.0,103,46.18834080717489,159,71.30044843049326,78,34.97757847533632,39,17.48878923766816,0,0.0,wan,False,False,False,False,False,74,,6
I Wish,One Direction,"Rami Yacoub, Carl Falk, Savan Kotecha",Up All Night,2011,"Na-na-na-na-na Na-na-na-na-na He takes your hand, I die a little I watch your eyes and I'm in riddles Why can't you look at me like that? (Na-na-na-na-na) When you walk by, I try to say it But then I freeze and never do it My tongue gets tied, the words get trapped I hear the beat of my heart getting louder Whenever I'm near you But I see you, with him, slow dancin' Tearing me apart 'cause you don't see Whenever you kiss him, I'm breakin' Oh, how I wish that was me Na-na-na-na-na Na-na-na-na-na You might also like He looks at you the way that I would Does all the things I know that I could If only time could just turn back 'Cause I got three little words That I've always been dying to tell you But I see you, with him, slow dancin' Tearing me apart 'cause you don't see Whenever you kiss him, I'm breakin' Oh, how I wish that was me With my hands on your waist While we dance in the moonlight I wish it was me that you'll call later on 'Cause you wanna say goodnight 'Cause I see you, with him, slow dancing Tearing me apart 'cause you don't see But I see you, with him, slow dancin' Tearing me apart 'cause you don't see Whenever you kiss him, I'm breakin' Oh, how I wish, oh, how I wish Oh, how I wish that was me Oh, how I wish that was me",2.3,291,92,31.615120274914087,131,45.0171821305842,73,25.08591065292096,0,0.0,25,8.59106529209622,113,38.83161512027492,see,False,False,False,False,False,102,,7
I Would,One Direction,"Tom Fletcher, Danny Jones, Dougie Poynter",Take Me Home,2012,"Lately, I found myself thinking Been dreaming about you a lot And up in my head, I'm your boyfriend But that's one thing you've already got He drives to school every morning While I walk alone in the rain He'd kill me without any warning If he took a look in my brain Would he say he's in L-O-V-E? Well, if it was me, then I would, I would Would he hold you when you're feeling low? Baby, you should know that I would, I would Would he say he's in L-O-V-E? Well, if it was me, then I would, I would Would he hold you when you're feeling low? Baby, you should know that I would Back in my head, we were kissing I thought things were going alright (Alright, alright, alright) With a sign on my back saying ""Kick me"" Reality ruined my life (Go Tommo, go!) Feels like I'm constantly playing A game that I'm destined to lose 'Cause I can't compete with your boyfriend He's got twenty-seven tattoos You might also like Would he say he's in L-O-V-E? Well, if it was me, then I would, I would Would he hold you when you're feeling low? Baby, you should know that I would, I would Would he say he's in L-O-V-E? Well, if it was me, then I would, I would Would he hold you when you're feeling low? Baby, you should know that I would I would, I would Would he please you? Would he kiss you? Would he treat you like I would? (I would) Would he touch you? Would he need you? Would he love you like I would? Would he say he's in L-O-V-E? Well, if it was me, then I would Would he hold you when you're feeling low? Baby, you should know that I would Would he please you? (Would he please you?) Would he kiss you? (Would he kiss you?) Would he treat you like I would? (Like I would) Would he touch you? (Would he touch you?) Would he need you? (Would he need you?) Would he love you like I would? (Like I would) Would he say he's in L-O-V-E? Well, if it was me then I would, I would (Like I would) Would he hold you when you're feeling low? Baby, you should know that I would I would (Yeah), I would (Yeah)",5.2,422,224,53.08056872037915,82,19.431279620853083,112,26.54028436018957,91,21.563981042654028,59,13.981042654028435,32,7.582938388625592,say,False,False,False,False,False,102,,6
If I Could Fly,One Direction,"Harry Styles, Ross Golan, Johan Carlsson",Made in the A.M.,2015,"If I could fly I'd be coming right back home to you I think I might Give up everything, just ask me to Pay attention, I hope that you listen 'Cause I let my guard down Right now, I'm completely defenceless For your eyes only, I show you my heart For when you're lonely and forget who you are I'm missing half of me when we're apart Now you know me, for your eyes only For your eyes only I've got scars Even though they can't always be seen And pain gets hard But now you're here and I don't feel a thing Pay attention, I hope that you listen 'Cause I let my guard down Right now, I'm completely defenceless You might also like For your eyes only, I show you my heart For when you're lonely and forget who you are I'm missing half of me when we're apart Now you know me, for your eyes only For your eyes only I can feel your heart inside of mine (I feel it, I feel it) I've been going out of my mind (I feel it, I feel it) Know that I'm just wasting time (And I) Hope that you don't run from me For your eyes only, I show you my heart For when you're lonely and forget who you are I'm missing half of me when we're apart (Now you know me, for your eyes only) For your eyes only, I show you my heart (Show you my heart) For when you're lonely and forget who you are (Forget who you are) I'm missing half of me when we're apart Now you know me, for your eyes only For your eyes only For your eyes only",6.8,325,160,49.23076923076923,65,20.0,40,12.307692307692308,24,7.384615384615385,44,13.538461538461538,0,0.0,eye,True,False,False,False,False,85,Harry Styles,12
Illusion,One Direction,"Liam Payne, Niall Horan, Jamie Scott, Julian Bunetta, John Ryan",Four,2014,"Tell me you believe in love It's not an illusion Yeah I've been thinking 'bout the nights and the dangerous tricks People play on the eyes of the innocent (Yeah) I could turn a lot of hearts into breaks with smoke And mirrors disappearing right in front of them (Yeah) But believe me (Yeah) I'm not trying to deceive ya (Yeah) I promise falling for me won't be a mistake No, baby, this is not an illusion I've really got my heart out on my sleeve (Yeah) Oh, baby, this is not an illusion There's magic between you and me No, baby, this is not an illusion You really got me lifted off my feet So tell me you believe in love 'Cause it's not an illusion to me You might also like You don't ever have to worry 'bout me 'Bout how the cards fall, I'm all that you need tonight (Yeah) I would never turn your heart into broken parts You don't have to think twice looking in my eyes (Yeah) Can't you see it? (Yeah) I'm not trying to mislead ya (Yeah) I promise falling for me won't be a mistake No, baby, this is not an illusion I've really got my heart out on my sleeve (Yeah) Oh, baby, this is not an illusion There's magic between you and me No, baby, this is not an illusion You really got me lifted off my feet So tell me you believe in love (Tell me you believe in love) 'Cause it's not an illusion to me You can tie me up in chains, you can throw away the key But there's no trap doors, I'm not gonna leave You're the truth I can't explain, you're the only one I see It's not an illusion to me No, baby, this is not an illusion I've really got my heart out on my sleeve Oh, baby, this is not an illusion (This is not an illusion) There's magic between you and me No, baby, this is not an illusion (This is not an illusion, yeah) You really got me lifted off my feet (Really got me off my feet) So tell me you believe in love 'Cause it's not an illusion to me Believe in love So tell me you believe in love 'Cause it's not an illusion",8.7,413,229,55.44794188861986,20,4.842615012106537,79,19.128329297820823,21,5.084745762711865,40,9.685230024213077,0,0.0,illusion,False,False,False,True,True,114,,17
Infinity,One Direction,"Jamie Scott, John Ryan, Julian Bunetta",Made in the A.M.,2015,"Down to Earth Keep on falling when I know it hurts Going faster than a million miles an hour Tryna catch my breath some way, somehow Down to Earth It's like I'm frozen but the world still turns Stuck in motion and the wheels keep spinning 'round Moving in reverse with no way out And now I'm one step closer to being Two steps far from you When everybody wants you Everybody wants you How many nights does it take to count the stars? That's the time it would take to fix my heart Oh, baby, I was there for you All I ever wanted was the truth, yeah, yeah How many nights have you wished someone would stay? Lie awake, only hoping they're okay I never counted all of mine If I tried, I know it would feel like infinity Infinity, infinity, yeah Infinity You might also like Eyes can't shine Unless there's something burning bright behind Since you went away, there's nothing left in mine I feel myself runnin' out of time And now I'm one step closer to being Two steps far from you When everybody wants you Everybody wants you How many nights does it take to count the stars? That's the time it would take to fix my heart Oh, baby, I was there for you All I ever wanted was the truth, yeah, yeah How many nights have you wished someone would stay? Lie awake only hoping they're okay I never counted all of mine If I tried, I know it would feel like infinity Infinity, infinity, yeah Infinity (Infinity, infinity, infinity, infinity) Infinity (Infinity, infinity, infinity, infinity) How many nights does it take to count the stars? That's the time it would take to fix my heart Oh, baby, I was there for you All I ever wanted was the truth, yeah, yeah (All I ever wanted was the truth, yeah, yeah) How many nights have you wished someone would stay? Lie awake only hoping they're okay (Yeah, yeah) I never counted all of mine If I tried, I know it would feel like infinity (Infinity) Infinity (Infinity), infinity, yeah Infinity",25.0,384,229,59.63541666666666,10,2.604166666666667,75,19.53125,40,10.416666666666668,54,14.0625,0,0.0,infinity,False,False,False,False,False,117,,23
Irresistible,One Direction,"Tom Fletcher, Danny Jones, Dougie Poynter, Harry Styles, Liam Payne, Louis Tomlinson, Niall Horan, Zayn Malik",Take Me Home,2012,"Don't try to make me stay or ask if I'm okay I don't have the answer Don't make me stay the night or ask if I'm alright I don't have the answer Heartache doesn't last forever I'll say I'm fine Midnight ain't no time for laughing When you say goodbye It makes your lips so kissable And your kiss unmissable Your fingertips so touchable And your eyes, irresistible I've tried to ask myself, should I see someone else? I wish I knew the answer But I know, if I go now, if I leave, then I'm on my own tonight I'll never know the answer Midnight doesn't last forever Dark turns to light Heartache flips my world around I'm falling down, down, down, that's why You might also like I find your lips so kissable And your kiss unmissable Your fingertips so touchable And your eyes, irresistible Irresistible (Irresistible) Irresistible (Irresistible) Irresistible (Irresistible) Irresistible It's in your lips and in your kiss It's in your touch and your fingertips And it's in all the things and other things That make you who you are And your eyes, irresistible It makes your lips so kissable (Oh) And your kiss unmissable (Oh) Your fingertips so touchable And your eyes (Your eyes, your eyes, your eyes, your eyes, your eyes) Irresistible",1.7,242,37,15.289256198347106,103,42.56198347107439,42,17.355371900826448,0,0.0,37,15.289256198347106,36,14.87603305785124,eye,True,True,True,True,True,90,,9
Kiss You,One Direction,"Cagaanan Rami, Yacoub Carl, Falk Savan, Kotecha Shellback, Kristian Lundin, Albin Nedler, Kristoffer Fogelmark",Take Me Home,2012,"Oh, I just wanna take you anywhere that you'd like We could go out any day, any night Baby, I'll take you there, take you there Baby, I'll take you there, yeah Oh, tell me, tell me, tell me how to turn your love on You can get, get anything that you want Baby, just shout it out, shout it out Baby, just shout it out, yeah And if you, you want me too, let's make a move Yeah, so tell me, girl, if every time we Touch You get this kinda rush Baby, say, yeah, yeah, yeah, yeah, yeah, yeah If you don't wanna take it slow And you just wanna take me home Baby, say, yeah, yeah, yeah, yeah, yeah And let me kiss you Oh, baby, baby, don't you know you got what I need? Looking so good from your head to your feet Come on, come over here, over here Come on, come over here, yeah Oh, I just wanna show you off to all of my friends Making them drool down their chinny-chin-chins Baby, be mine tonight, mine tonight Baby, be mine tonight, yeah You might also like And if you, you want me too, let's make a move Yeah, so tell me, girl, if every time we Touch You get this kinda rush Baby, say, yeah, yeah, yeah, yeah, yeah, yeah If you don't wanna take it slow (C'mon) And you just wanna take me home Baby, say, yeah, yeah, yeah, yeah, yeah And let me kiss you (Let me kiss you) (Let me kiss you) (Let me kiss you) (Let me kiss you) C'mon Na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na Yeah, so tell me, girl, if every time we Touch (Touch) You get this kinda rush (Ru-u-ush) Baby, say, yeah, yeah, yeah, yeah, yeah, yeah If you don't wanna take it slow (Slow) And you just wanna take me home (Home) Baby, say, yeah, yeah, yeah (Yeah), yeah, yeah (Yeah, yeah) Every time we touch (Touch) You get this kinda rush Baby, say, yeah, yeah, yeah, yeah, yeah, yeah (Yeah) If you don't wanna take it slow (Take it slow) And you just wanna take me home (Take me home) Baby, say, yeah, yeah, yeah (Yeah, yeah) And let me kiss you",556.0,404,203,50.24752475247525,87,21.534653465346533,40,9.9009900990099,0,0.0,66,16.33663366336634,153,37.87128712871287,baby,False,False,False,False,False,88,,16
Last First Kiss,One Direction,"Abin Nedler, Kristoffer Fogelmark, Rami Yacoub, Carl Falk, Savan Kotecha, Liam Payne, Louis Tomlinson, Zayn Malik",Take Me Home,2012,"Baby, I, I wanna know What you think when you're alone Is it me, yeah? Are you thinking of me, yeah? Oh We've been friends now for a while Wanna know that when you smile Is it me, yeah? Are you thinking of me, yeah? Oh, oh Girl, what would you do? Would you wanna stay If I were to say? I wanna be last, yeah Baby, let me be your, let me be your last first kiss I wanna be first, yeah Wanna be the first to take it all the way like this And if you only knew I wanna be last, yeah Baby, let me be your last Your last first kiss Baby, tell me what to change I'm afraid you'll run away If I tell you What I've wanted to tell you, yeah Maybe I just gotta wait Maybe this is a mistake I'm a fool, yeah Baby, I'm just a fool, yeah, oh, oh You might also like Girl, what would you do? Would you wanna stay If I were to say? I wanna be last, yeah Baby, let me be your, let me be your last first kiss I wanna be first, yeah Wanna be the first to take it all the way like this And if you only knew I wanna be last, yeah Baby, let me be your last Your last first kiss (Your last first kiss) Your last first kiss (Your last first kiss) Girl, what would you do? Would you wanna stay If I were to say? Your last first kiss I wanna be last, yeah Baby, let me be your, let me be your last first kiss I wanna be first, yeah Wanna be the first to take it all the way like this And if you only knew (Yeah!) I wanna be last, yeah Baby, let me be your last Your last first kiss I wanna be last, yeah Baby, let me be your last Your last first kiss (Your last first kiss), oh I wanna be last, yeah Baby, let me be your last Your last first kiss",4.4,379,198,52.242744063324544,44,11.609498680738788,65,17.150395778364118,48,12.66490765171504,48,12.66490765171504,14,3.693931398416887,wan,False,True,True,False,True,67,,15
Little Black Dress,One Direction,"Julian Bunetta, John Ryan, Theodore Geiger, Liam Payne, Louis Tomlinson",Midnight Memories,2013,"Little black dress just walked into the room Makin' heads turn, can't stop looking at you It's so right, it's so right, it's so right, you know Little black dress, did you come here alone? It's too late, it's too late, it's too late to go home It's alright, it's alright, it's alright, you know It's alright, it's alright, it's alright, you know I wanna see the way you move for me, baby I wanna see the way you move for me, baby I wanna see the way you move for me (Ow) Little black dress, who you doin' it for? Little black dress, I can't take any more It's not right, it's not right, it's not right, you know Little black dress, what's your favorite song? Little black dress, I won't do you no harm It's alright, it's alright, it's alright, you know It's alright, it's alright 'cause I'll take you home I wanna see the way you move for me, baby I wanna see the way you move for me, baby I wanna see the way you move for me You might also like I wanna see the way you move for me, baby I wanna see the way you move for me, baby I wanna see the way you move for me I wanna see the way you move for me, baby I wanna see the way you move for me, baby I wanna see the way you move for me",2.0,261,121,46.36015325670498,123,47.12643678160919,0,0.0,123,47.12643678160919,0,0.0,0,0.0,wan,False,False,True,False,True,59,,12
Little Things,One Direction,"Ed Sheeran, Fiona Bevan",Take Me Home,2012,"Your hand fits in mine like it's made just for me But bear this in mind, it was meant to be And I'm joinin' up the dots with the freckles on your cheeks And it all makes sense to me I know you've never loved the crinkles by your eyes when you smile You've never loved your stomach or your thighs The dimples in your back at the bottom of your spine But I'll love them endlessly I won't let these little things slip out of my mouth But if I do, it's you, oh, it's you, they add up to I'm in love with you and all these little things You can't go to bed without a cup of tea And maybe that's the reason that you talk in your sleep And all those conversations are the secrets that I keep Though it makes no sense to me I know you've never loved the sound of your voice on tape You never want to know how much you weigh You still have to squeeze into your jeans But you're perfect to me I won't let these little things slip out of my mouth But if it's true, it's you, it's you, they add up to I'm in love with you and all these little things You might also like You'll never love yourself half as much as I love you And you'll never treat yourself right, darling, but I want you to If I let you know, I'm here for you Maybe you'll love yourself like I love you, oh And I've just let these little things slip out of my mouth 'Cause it's you, oh, it's you, it's you, they add up to And I'm in love with you and all these little things I won't let these little things slip out of my mouth But if it's true, it's you, it's you, they add up to I'm in love with you and all your little things",403.0,360,68,18.88888888888889,181,50.27777777777778,111,30.833333333333336,144,40.0,150,41.66666666666667,188,52.22222222222223,love,False,False,False,False,False,118,,8
